id_oblig,id_cli,cod_prod,vr_aprobado,vr_desembolsado,sdo_capital,vr_cuota,fec_desembolso,fec_venc,dias_mora_act,num_cuotas_pend,calif_riesgo
12726,106,CR002,14865.52,14865.52,5620.32,206.47,2020-04-10,2026-04-10,27,0,MEDIO
12727,7760,CR002,3938.22,3938.22,2595.55,54.7,2023-12-07,2029-12-07,15,40,ALTO
12728,3473,CR003,3840.67,3840.67,2861.07,80.01,2025-02-21,2029-02-21,0,30,
12729,2493,CR001,12793.77,12793.77,7048.98,213.23,2024-05-25,2029-05-25,0,33,MEDIO
12730,4790,CR013,9488.07,9328.36,6029.87,466.42,2026-01-09,2027-01-09,52,5,ALTO
12731,6702,CR017,5524.71,5524.71,1711.85,276.24,2016-09-13,2017-09-13,0,0,BAJO
12732,8570,CR001,8840.01,8840.01,6442.39,147.33,2025-09-16,2030-09-16,0,49,MEDIO
12733,9018,CR022,1788.03,1788.03,865.09,89.4,2025-05-04,2026-05-04,0,0,MEDIO
12734,7697,CR011,2550.37,2550.37,1984.82,127.52,2025-01-16,2026-01-16,171,0,CRITICO
12735,841,CR016,17457.98,17098.48,12592.74,854.92,2025-06-22,2026-06-22,0,0,BAJO
12736,3070,CR018,39026.43,39026.43,17539.0,1951.32,2025-12-14,2026-12-14,0,4,BAJO
12737,9479,CR025,15345.1,15345.1,11613.76,767.26,2024-08-02,2025-08-02,0,0,BAJO
12738,5448,CR008,2657.35,2657.35,1099.98,36.91,2025-01-10,2031-01-10,50,53,ALTO
12739,4725,CR025,6247.54,6247.54,2823.79,312.38,2021-12-06,2022-12-06,0,0,BAJO
12740,3554,CR016,1876.06,1876.06,179.37,93.8,2025-08-26,2026-08-26,0,0,ALTO
12741,6144,CR010,12094.13,12094.13,5309.91,604.71,2023-10-18,2024-10-18,0,0,BAJO
12742,830,CR022,4100.51,4100.51,1011.92,205.03,2024-10-05,2025-10-05,0,0,BAJO
12743,9508,CR019,7948.26,7948.26,6266.99,397.41,2026-06-30,2027-06-30,0,10,MEDIO
12744,9933,CR004,2897.2,2897.2,2111.78,120.72,2024-12-27,2026-12-27,0,4,ALTO
12745,3508,CR011,9790.25,9790.25,3084.75,489.51,2021-05-29,2022-05-29,0,0,MEDIO
12746,8681,CR016,7005.74,6771.34,4112.78,338.57,2025-09-22,2026-09-22,0,1,MEDIO
12747,7335,CR024,13303.14,10920.39,3588.24,546.02,2021-12-30,2022-12-30,0,0,BAJO
12748,5579,CR009,23015.98,23015.98,11251.12,383.6,2020-04-18,2025-04-18,0,0,BAJO
12749,6388,CR005,6154.1,6154.1,1119.95,73.26,2024-04-14,2031-04-14,0,56,MEDIO
12750,8708,CR004,11031.0,11031.0,2306.96,459.62,2020-09-10,2022-09-10,0,0,MEDIO
12751,9916,CR009,4821.4,4440.91,2805.59,74.02,2024-01-10,2029-01-10,0,29,ALTO
12752,152,CR014,5051.23,5051.23,4694.97,252.56,2024-03-29,2025-03-29,111,0,CRITICO
12753,7361,CR024,7774.47,7774.47,1915.89,388.72,2026-07-26,2027-07-26,0,11,MEDIO
12754,9882,CR015,1005.52,825.01,329.28,41.25,2025-08-13,2026-08-13,30,0,MEDIO
12755,8501,CR012,1013.97,1013.97,735.12,50.7,2018-08-13,2019-08-13,0,0,
12756,1680,CR020,12173.41,12173.41,7964.32,608.67,2026-01-03,2027-01-03,0,5,BAJO
12757,8702,CR015,6790.04,6790.04,1925.79,339.5,2021-07-03,2022-07-03,0,0,MEDIO
12758,6314,CR016,2993.25,2993.25,1002.61,149.66,2025-05-12,2026-05-12,0,0,ALTO
12759,4399,CR007,9752.03,9752.03,6632.54,270.89,2026-05-31,2029-05-31,0,33,
12760,410,CR018,560.4,560.4,398.28,28.02,2021-10-07,2022-10-07,0,0,
12761,252,CR017,9916.38,9916.38,6964.45,495.82,2022-06-04,2023-06-04,0,0,MEDIO
12762,6875,CR021,452.71,452.71,144.53,22.64,2017-03-04,2018-03-04,0,0,ALTO
12763,5644,CR016,1759.44,1759.44,1161.64,87.97,2024-07-11,2025-07-11,0,0,ALTO
12764,7488,CR010,6353.75,6353.75,4158.46,317.69,2024-11-11,2025-11-11,47,0,ALTO
12765,5233,CR016,5700.87,5700.87,3740.19,285.04,2021-05-23,2022-05-23,0,0,BAJO
12766,3694,CR010,2712.09,2712.09,1045.04,135.6,2023-01-22,2024-01-22,0,0,ALTO
12767,3271,CR003,43074.0,43074.0,33729.92,897.38,2024-03-27,2028-03-27,15,19,MEDIO
12768,6042,CR008,780.5,780.5,434.48,10.84,2019-08-28,2025-08-28,7,0,ALTO
12769,859,CR016,4894.58,4894.58,3820.1,244.73,2026-01-02,2027-01-02,16,5,MEDIO
12770,3482,CR003,1641.08,1641.08,1004.94,34.19,2022-11-26,2026-11-26,44,3,ALTO
12771,6723,CR003,3053.51,3053.51,2457.97,63.61,2020-05-17,2024-05-17,52,0,ALTO
12772,9885,CR024,1985.37,1985.37,488.43,99.27,2023-03-01,2024-03-01,0,0,ALTO
12773,5465,CR015,20855.04,20855.04,11740.45,1042.75,2023-04-24,2024-04-24,0,0,
12774,2014,CR009,4333.56,4333.56,2405.64,72.23,2022-10-23,2027-10-23,0,14,ALTO
12775,1613,CR022,1987.39,1987.39,468.6,99.37,2025-08-07,2026-08-07,0,0,ALTO
12776,9003,CR012,6379.66,6379.66,2441.85,318.98,2018-03-10,2019-03-10,0,0,BAJO
12777,1420,CR013,1166.84,1166.84,821.54,58.34,2026-01-02,2027-01-02,0,5,ALTO
12778,8965,CR019,26065.94,26065.94,16098.13,1303.3,2019-03-28,2020-03-28,0,0,BAJO
12779,6207,CR006,4378.33,4378.33,2988.92,52.12,2019-10-25,2026-10-25,0,2,ALTO
12780,7998,CR009,2989.44,2989.44,969.56,49.82,2023-05-02,2028-05-02,6,21,MEDIO
12781,4883,CR024,1684.59,1684.59,1262.52,84.23,2023-06-12,2024-06-12,0,0,MEDIO
12782,9377,CR023,19081.28,19081.28,9625.58,954.06,2024-04-17,2025-04-17,0,0,BAJO
12783,4608,CR016,1612.22,1612.22,85.93,80.61,2025-06-11,2026-06-11,0,0,ALTO
12784,5876,CR024,1969.83,1969.83,1008.81,98.49,2021-07-25,2022-07-25,0,0,ALTO
12785,2949,CR009,888.98,888.98,491.65,14.82,2026-02-24,2031-02-24,0,54,MEDIO
12786,1365,CR015,4918.92,4918.92,2598.91,245.95,2021-02-16,2022-02-16,0,0,MEDIO
12787,7096,CR009,847.72,847.72,605.99,14.13,2026-08-05,2031-08-05,29,60,ALTO
12788,4403,CR004,2838.49,2280.54,1335.81,95.02,2026-02-20,2028-02-20,0,18,ALTO
12789,4429,CR018,13760.55,13760.55,8950.62,688.03,2025-07-28,2026-07-28,16,0,MEDIO
12790,6240,CR011,754.95,754.95,238.4,37.75,2026-03-27,2027-03-27,0,7,
12791,2277,CR012,4007.94,4007.94,232.57,200.4,2026-07-11,2027-07-11,0,11,MEDIO
12792,4600,CR025,945.51,945.51,660.45,47.28,2022-10-03,2023-10-03,0,0,ALTO
12793,7228,CR015,2086.39,2086.39,1295.03,104.32,2021-07-06,2022-07-06,0,0,ALTO
12794,7249,CR006,3064.32,3064.32,2015.21,36.48,2026-02-27,2033-02-27,0,78,ALTO
12795,9355,CR023,5333.25,5333.25,3773.89,266.66,2024-10-10,2025-10-10,0,0,MEDIO
12796,8283,CR006,13683.9,13683.9,7893.64,162.9,2025-08-08,2032-08-08,0,72,MEDIO
12797,3797,CR006,4020.3,4020.3,1852.71,47.86,2026-05-12,2033-05-12,0,81,MEDIO
12798,8558,CR016,537.15,537.15,385.14,26.86,2021-02-27,2022-02-27,0,0,ALTO
12799,4344,CR009,17034.4,17034.4,6275.6,283.91,2023-05-17,2028-05-17,0,21,MEDIO
12800,1818,CR022,946.6,946.6,450.92,47.33,2023-01-16,2024-01-16,0,0,ALTO
12801,8293,CR007,16365.74,16365.74,7983.77,454.6,2018-12-26,2021-12-26,0,0,MEDIO
12802,1927,CR023,801.71,801.71,346.66,40.09,2025-02-16,2026-02-16,0,0,ALTO
12803,7727,CR009,8162.81,8162.81,4356.33,136.05,2020-02-16,2025-02-16,49,0,ALTO
12804,1177,CR025,1432.81,1432.81,491.51,71.64,2025-02-21,2026-02-21,0,0,ALTO
12805,9073,CR007,18090.18,18090.18,10800.06,502.5,2018-04-27,2021-04-27,0,0,MEDIO
12806,2120,CR023,1699.06,1655.48,1220.67,82.77,2022-09-19,2023-09-19,0,0,
12807,6081,CR013,9349.32,9349.32,5011.42,467.47,2026-02-20,2027-02-20,52,6,ALTO
12808,196,CR011,1590.2,1590.2,628.67,79.51,2025-07-04,2026-07-04,0,0,ALTO
12809,5406,CR014,964.47,964.47,610.08,48.22,2023-11-23,2024-11-23,0,0,ALTO
12810,3592,CR024,1599.35,1599.35,904.85,79.97,2023-03-26,2024-03-26,24,0,
12811,6146,CR016,9633.72,9633.72,4640.78,481.69,2020-07-19,2021-07-19,0,0,MEDIO
12812,8803,CR018,7935.86,7935.86,3393.14,396.79,2026-03-04,2027-03-04,0,7,MEDIO
12813,3435,CR017,9369.02,9369.02,4747.0,468.45,2022-03-19,2023-03-19,0,0,MEDIO
12814,9737,CR018,7378.12,7378.12,724.66,368.91,2026-07-04,2027-07-04,0,11,MEDIO
12815,4671,CR019,4167.07,4167.07,285.38,208.35,2021-03-09,2022-03-09,0,0,MEDIO
12816,2502,CR011,1034.37,1034.37,457.54,51.72,2023-08-22,2024-08-22,0,0,ALTO
12817,144,CR012,3495.8,3495.8,2192.84,174.79,2026-03-18,2027-03-18,0,7,MEDIO
12818,2978,CR015,1703.61,1703.61,163.81,85.18,2019-07-28,2020-07-28,0,0,ALTO
12819,4713,CR023,4455.18,4455.18,1674.2,222.76,2024-06-16,2025-06-16,0,0,MEDIO
12820,4029,CR017,4219.09,4219.09,1526.62,210.95,2025-04-12,2026-04-12,0,0,MEDIO
12821,636,CR018,944.11,944.11,500.79,47.21,2025-10-08,2026-10-08,0,2,ALTO
12822,1607,CR015,6093.57,6093.57,4539.99,304.68,2020-11-02,2021-11-02,66,0,ALTO
12823,630,CR007,2013.76,2013.76,513.08,55.94,2018-10-18,2021-10-18,0,0,MEDIO
12824,6270,CR020,1136.02,1136.02,274.47,56.8,2025-08-04,2026-08-04,0,0,ALTO
12825,7798,CR020,4478.27,4478.27,1997.65,223.91,2018-08-11,2019-08-11,0,0,MEDIO
12826,7972,CR014,3846.85,3846.85,1363.01,192.34,2025-11-10,2026-11-10,0,3,MEDIO
12827,9135,CR003,4798.55,4798.55,251.41,99.97,2017-04-24,2021-04-24,0,0,ALTO
12828,7367,CR004,12320.09,12320.09,1684.66,513.34,2026-08-06,2028-08-06,0,24,MEDIO
12829,5722,CR013,22346.34,22346.34,1457.94,1117.32,2023-08-16,2024-08-16,0,0,BAJO
12830,2809,CR014,13424.13,13424.13,8888.1,671.21,2024-11-06,2025-11-06,39,0,ALTO
12831,1329,CR022,697.48,697.48,261.18,34.87,2026-01-03,2027-01-03,0,5,ALTO
12832,6352,CR001,932.74,932.74,721.19,15.55,2024-09-11,2029-09-11,0,37,ALTO
12833,9189,CR009,19391.44,19391.44,13669.69,323.19,2023-07-17,2028-07-17,0,23,BAJO
12834,7889,CR002,810.14,810.14,491.67,11.25,2025-07-25,2031-07-25,12,59,MEDIO
12835,86,CR010,1487.05,1487.05,1254.74,74.35,2026-03-06,2027-03-06,11,7,
12836,5210,CR006,2207.07,2207.07,223.29,26.27,2023-03-26,2030-03-26,0,43,ALTO
12837,5888,CR015,537.2,537.2,47.65,26.86,2026-06-01,2027-06-01,0,10,ALTO
12838,7512,CR020,5364.81,5364.81,1337.32,268.24,2026-02-20,2027-02-20,0,6,MEDIO
12839,3429,CR017,6867.29,6867.29,1644.77,343.36,2025-04-12,2026-04-12,0,0,MEDIO
12840,727,CR001,3166.55,3166.55,2201.45,52.78,2023-04-01,2028-04-01,0,20,ALTO
12841,9225,CR010,8643.93,8643.93,1451.73,432.2,2021-07-31,2022-07-31,0,0,MEDIO
12842,1420,CR016,2593.13,2593.13,1396.24,129.66,2023-12-31,2024-12-31,0,0,ALTO
12843,6599,CR014,2679.03,2679.03,1642.84,133.95,2026-02-24,2027-02-24,12,6,ALTO
12844,3080,CR003,3470.72,3470.72,1883.46,72.31,2022-10-05,2026-10-05,0,2,MEDIO
12845,6493,CR024,3110.43,3110.43,278.44,155.52,2026-01-09,2027-01-09,0,5,MEDIO
12846,9910,CR008,1158.62,1158.62,383.06,16.09,2026-04-08,2032-04-08,0,68,MEDIO
12847,1085,CR010,8042.05,8042.05,3055.91,402.1,2023-07-14,2024-07-14,0,0,BAJO
12848,1049,CR014,2914.78,2914.78,910.23,145.74,2020-11-10,2021-11-10,0,0,ALTO
12849,644,CR018,969.55,969.55,623.18,48.48,2023-08-22,2024-08-22,0,0,ALTO
12850,2202,CR003,2506.27,2506.27,1148.06,52.21,2021-06-22,2025-06-22,0,0,MEDIO
12851,8685,CR019,7450.66,7450.66,2888.84,372.53,2026-07-30,2027-07-30,0,11,MEDIO
12852,9192,CR013,4136.61,4136.61,2768.02,206.83,2020-02-26,2021-02-26,0,0,MEDIO
12853,6700,CR008,3905.66,3905.66,1394.06,54.25,2017-05-26,2023-05-26,0,0,
12854,8994,CR014,6876.92,6876.92,3098.77,343.85,2020-06-26,2021-06-26,57,0,ALTO
12855,9863,CR022,5597.92,5597.92,3486.81,279.9,2026-08-04,2027-08-04,0,12,MEDIO
12856,1022,CR014,3817.64,3326.1,1729.64,166.31,2024-10-10,2025-10-10,0,0,MEDIO
12857,6852,CR006,712.48,712.48,311.13,8.48,2024-01-06,2031-01-06,0,53,ALTO
12858,1477,CR022,17616.09,17616.09,1134.12,880.8,2023-01-28,2024-01-28,0,0,BAJO
12859,8985,CR006,4779.37,4779.37,1536.48,56.9,2023-10-10,2030-10-10,0,50,ALTO
12860,5873,CR022,1844.14,1844.14,1023.24,92.21,2021-01-04,2022-01-04,0,0,ALTO
12861,3249,CR019,6481.72,6481.72,2113.73,324.09,2026-08-07,2027-08-07,22,12,
12862,4197,CR017,1697.67,1697.67,934.75,84.88,2025-03-26,2026-03-26,29,0,ALTO
12863,1102,CR015,7311.86,7311.86,4380.45,365.59,2024-12-12,2025-12-12,0,0,BAJO
12864,9655,CR009,32070.33,32070.33,1851.78,534.51,2019-08-09,2024-08-09,0,0,BAJO
12865,8990,CR021,3119.02,3119.02,2353.78,155.95,2023-03-31,2024-03-31,0,0,MEDIO
12866,9670,CR018,2843.43,2843.43,2360.39,142.17,2022-06-17,2023-06-17,58,0,ALTO
12867,8768,CR003,4381.67,4381.67,1681.24,91.28,2025-07-30,2029-07-30,0,35,ALTO
12868,6161,CR013,2447.46,2447.46,831.37,122.37,2022-11-08,2023-11-08,2,0,ALTO
12869,8303,CR008,3685.69,3685.69,2445.03,51.19,2024-07-23,2030-07-23,32,47,ALTO
12870,3826,CR003,19234.97,19234.97,1251.07,400.73,2026-06-12,2030-06-12,0,46,MEDIO
12871,8735,CR020,1767.29,1767.29,914.71,88.36,2025-07-29,2026-07-29,0,0,ALTO
12872,9443,CR023,1207.03,1105.58,770.58,55.28,2023-12-28,2024-12-28,110,0,CRITICO
12873,5081,CR011,5018.49,5018.49,3445.5,250.92,2023-01-21,2024-01-21,0,0,MEDIO
12874,8006,CR015,6051.84,6051.84,3600.78,302.59,2025-03-02,2026-03-02,0,0,MEDIO
12875,8615,CR010,1897.78,1897.78,235.78,94.89,2022-01-01,2023-01-01,0,0,ALTO
12876,6010,CR023,1396.23,1396.23,286.73,69.81,2025-06-14,2026-06-14,0,0,ALTO
12877,5789,CR009,6245.15,6245.15,508.68,104.09,2020-01-07,2025-01-07,0,0,MEDIO
12878,9825,CR018,1845.95,1845.95,910.93,92.3,2024-06-19,2025-06-19,0,0,ALTO
12879,5175,CR006,1553.51,1553.51,1181.54,18.49,2020-04-20,2027-04-20,0,8,ALTO
12880,7348,CR023,13436.38,13436.38,9168.5,671.82,2025-08-28,2026-08-28,75,0,ALTO
12881,8776,CR019,5421.13,5421.13,2421.49,271.06,2019-05-23,2020-05-23,0,0,BAJO
12882,2299,CR013,834.6,834.6,146.5,41.73,2025-06-19,2026-06-19,0,0,ALTO
12883,3385,CR022,1913.76,1913.76,1425.76,95.69,2025-12-07,2026-12-07,0,4,ALTO
12884,9926,CR010,1669.55,1669.55,630.07,83.48,2023-10-17,2024-10-17,58,0,ALTO
12885,7698,CR006,2203.74,2203.74,1480.69,26.23,2022-10-09,2029-10-09,0,38,ALTO
12886,2219,CR012,2185.12,2185.12,484.86,109.26,2025-06-05,2026-06-05,0,0,MEDIO
12887,572,CR019,1253.95,1253.95,669.72,62.7,2018-08-31,2019-08-31,0,0,ALTO
12888,6017,CR005,8738.83,8738.83,7099.82,104.03,2024-11-01,2031-11-01,15,63,MEDIO
12889,1613,CR005,1673.3,1673.3,707.5,19.92,2024-01-17,2031-01-17,0,53,ALTO
12890,2893,CR014,1782.39,1782.39,548.74,89.12,2023-11-21,2024-11-21,27,0,ALTO
12891,5882,CR023,2801.3,2801.3,760.0,140.07,2023-02-11,2024-02-11,0,0,BAJO
12892,4947,CR005,9129.45,9129.45,726.88,108.68,2025-02-08,2032-02-08,0,66,MEDIO
12893,4724,CR018,371.32,371.32,87.29,18.57,2020-04-22,2021-04-22,0,0,ALTO
12894,8771,CR012,1235.82,1235.82,233.43,61.79,2025-08-02,2026-08-02,0,0,MEDIO
12895,6961,CR021,591.05,591.05,181.4,29.55,2024-04-16,2025-04-16,0,0,MEDIO
12896,3105,CR018,1621.44,1621.44,750.23,81.07,2023-01-02,2024-01-02,3,0,MEDIO
12897,5731,CR015,20441.13,20441.13,7048.45,1022.06,2024-01-01,2025-01-01,0,0,BAJO
12898,6539,CR001,19217.95,19217.95,1687.51,320.3,2026-05-15,2031-05-15,0,57,MEDIO
12899,1251,CR004,95165.52,95165.52,27424.99,3965.23,2025-02-06,2027-02-06,0,6,BAJO
12900,4443,CR017,1784.44,1730.47,987.55,86.52,2024-12-11,2025-12-11,64,0,ALTO
12901,9089,CR017,22684.45,22684.45,7105.08,1134.22,2025-10-08,2026-10-08,0,2,BAJO
12902,783,CR012,1503.9,1503.9,1111.75,75.2,2019-11-06,2020-11-06,0,0,ALTO
12903,850,CR016,4759.64,4759.64,1578.86,237.98,2023-01-09,2024-01-09,0,0,MEDIO
12904,6015,CR011,1213.52,1213.52,570.56,60.68,2024-12-01,2025-12-01,6,0,MEDIO
12905,3026,CR021,15583.94,15583.94,2631.01,779.2,2026-06-19,2027-06-19,0,10,BAJO
12906,6009,CR022,4096.55,4096.55,2020.46,204.83,2022-01-15,2023-01-15,0,0,BAJO
12907,5086,CR006,2046.17,2046.17,729.59,24.36,2021-07-16,2028-07-16,40,23,ALTO
12908,1390,CR022,477.9,468.61,323.8,23.43,2024-07-29,2025-07-29,0,0,ALTO
12909,1918,CR004,2302.16,2302.16,1455.6,95.92,2025-03-25,2027-03-25,57,7,ALTO
12910,7062,CR006,17737.21,17737.21,5304.19,211.16,2017-10-21,2024-10-21,0,0,MEDIO
12911,5008,CR005,8633.52,8633.52,8132.39,102.78,2024-12-27,2031-12-27,125,64,CRITICO
12912,7280,CR011,1848.57,1848.57,266.34,92.43,2022-06-02,2023-06-02,0,0,MEDIO
12913,7991,CR021,6670.49,5357.25,3188.75,267.86,2026-01-04,2027-01-04,0,5,BAJO
12914,9840,CR005,7463.34,7463.34,2263.95,88.85,2026-03-25,2033-03-25,0,79,MEDIO
12915,5883,CR005,4377.92,4377.92,2370.71,52.12,2025-03-20,2032-03-20,0,67,ALTO
12916,1790,CR023,3509.75,3509.75,1438.02,175.49,2026-07-04,2027-07-04,0,11,MEDIO
12917,610,CR019,6885.77,6032.71,2955.79,301.64,2018-09-20,2019-09-20,0,0,BAJO
12918,5983,CR013,8528.86,8528.86,832.53,426.44,2023-02-11,2024-02-11,0,0,
12919,1749,CR025,538.83,538.83,420.22,26.94,2026-05-26,2027-05-26,9,9,ALTO
12920,7017,CR020,759.76,759.76,591.16,37.99,2026-07-16,2027-07-16,148,11,CRITICO
12921,3406,CR009,3447.73,3447.73,1641.27,57.46,2024-02-20,2029-02-20,0,30,ALTO
12922,2005,CR008,4318.46,4318.46,396.4,59.98,2026-04-17,2032-04-17,0,68,MEDIO
12923,6816,CR007,17084.88,17084.88,2812.73,474.58,2023-12-15,2026-12-15,0,4,BAJO
12924,9376,CR002,1494.2,1494.2,948.42,20.75,2024-12-05,2030-12-05,0,52,MEDIO
12925,1854,CR016,22729.71,22729.71,7613.56,1136.49,2024-09-21,2025-09-21,0,0,
12926,7719,CR004,1735.22,1735.22,173.68,72.3,2024-06-11,2026-06-11,0,0,MEDIO
12927,3814,CR006,5477.25,5477.25,1216.07,65.21,2026-05-02,2033-05-02,0,81,MEDIO
12928,5942,CR012,1785.41,1785.41,964.18,89.27,2021-10-05,2022-10-05,1,0,ALTO
12929,1393,CR006,2808.12,2808.12,1731.59,33.43,2026-03-22,2033-03-22,0,79,ALTO
12930,4904,CR002,1633.22,1381.14,817.45,19.18,2026-07-04,2032-07-04,0,71,MEDIO
12931,8854,CR023,1734.04,1734.04,355.75,86.7,2024-04-03,2025-04-03,0,0,ALTO
12932,1892,CR018,4530.28,4530.28,2440.16,226.51,2026-05-15,2027-05-15,0,9,BAJO
12933,6623,CR013,23802.15,23802.15,2178.0,1190.11,2026-06-07,2027-06-07,0,10,BAJO
12934,9137,CR012,1511.11,1511.11,616.76,75.56,2022-01-31,2023-01-31,71,0,ALTO
12935,1433,CR022,387.26,387.26,166.67,19.36,2023-02-09,2024-02-09,0,0,MEDIO
12936,6509,CR011,18235.28,18235.28,11646.88,911.76,2018-08-21,2019-08-21,28,0,MEDIO
12937,2633,CR016,5268.69,5268.69,580.87,263.43,2023-02-26,2024-02-26,0,0,MEDIO
12938,3766,CR001,4646.05,4646.05,3151.33,77.43,2021-08-08,2026-08-08,0,0,ALTO
12939,9319,CR005,74260.21,74260.21,44690.82,884.05,2025-03-23,2032-03-23,0,67,BAJO
12940,2812,CR022,477.2,477.2,379.34,23.86,2025-12-27,2026-12-27,0,4,ALTO
12941,5400,CR025,13356.28,13356.28,6207.6,667.81,2025-10-19,2026-10-19,0,2,BAJO
12942,1890,CR015,1470.05,1470.05,504.13,73.5,2022-11-04,2023-11-04,0,0,ALTO
12943,552,CR017,11896.81,11896.81,7658.67,594.84,2026-05-21,2027-05-21,0,9,
12944,610,CR013,4888.93,4888.93,3202.12,244.45,2021-06-17,2022-06-17,0,0,BAJO
12945,9581,CR014,4622.41,4552.04,2364.83,227.6,2025-01-08,2026-01-08,0,0,MEDIO
12946,7749,CR020,7766.47,7766.47,1499.35,388.32,2026-07-07,2027-07-07,0,11,MEDIO
12947,5696,CR004,13827.88,11114.01,3793.15,463.08,2022-01-15,2024-01-15,0,0,BAJO
12948,995,CR011,2675.81,2675.81,734.37,133.79,2020-09-02,2021-09-02,0,0,ALTO
12949,7484,CR019,1401.57,1401.57,421.76,70.08,2025-07-05,2026-07-05,0,0,ALTO
12950,5582,CR007,75586.1,62130.29,27081.96,1725.84,2024-01-17,2027-01-17,0,5,BAJO
12951,9317,CR002,3977.88,3977.88,965.18,55.25,2018-09-30,2024-09-30,0,0,ALTO
12952,1790,CR025,7119.12,7119.12,3913.36,355.96,2026-07-08,2027-07-08,0,11,MEDIO
12953,2792,CR019,3185.51,3185.51,874.43,159.28,2022-03-05,2023-03-05,0,0,MEDIO
12954,526,CR023,3753.24,3753.24,887.16,187.66,2025-07-09,2026-07-09,0,0,MEDIO
12955,7207,CR007,4883.44,4883.44,3253.2,135.65,2026-04-05,2029-04-05,0,32,ALTO
12956,169,CR017,4235.74,4235.74,1914.66,211.79,2022-03-08,2023-03-08,0,0,BAJO
12957,6042,CR013,2432.92,2432.92,793.18,121.65,2020-01-25,2021-01-25,0,0,ALTO
12958,8691,CR014,2374.19,2374.19,1233.5,118.71,2025-12-30,2026-12-30,139,4,CRITICO
12959,6224,CR025,1330.64,1330.64,932.01,66.53,2020-01-05,2021-01-05,0,0,ALTO
12960,9020,CR022,5592.14,5592.14,3739.7,279.61,2025-05-29,2026-05-29,18,0,
12961,5067,CR003,48194.79,48194.79,25949.54,1004.06,2026-05-14,2030-05-14,33,45,ALTO
12962,3214,CR020,1572.97,1572.97,1179.79,78.65,2026-04-14,2027-04-14,0,8,ALTO
12963,3710,CR002,93700.81,93700.81,48088.59,1301.4,2023-05-15,2029-05-15,0,33,BAJO
12964,7912,CR016,6094.38,6094.38,4336.64,304.72,2020-01-24,2021-01-24,0,0,MEDIO
12965,1995,CR019,15056.3,15056.3,5464.08,752.82,2023-02-24,2024-02-24,0,0,BAJO
12966,9948,CR012,1552.69,1552.69,432.94,77.63,2019-10-28,2020-10-28,0,0,MEDIO
12967,1857,CR010,5265.55,5265.55,1700.88,263.28,2024-02-09,2025-02-09,0,0,MEDIO
12968,6119,CR017,1368.02,1368.02,667.48,68.4,2024-06-30,2025-06-30,0,0,ALTO
12969,219,CR005,4559.46,4559.46,2132.63,54.28,2019-10-05,2026-10-05,0,2,ALTO
12970,903,CR006,9204.39,9204.39,5361.32,109.58,2026-01-10,2033-01-10,6,77,MEDIO
12971,3005,CR018,1370.04,1370.04,685.92,68.5,2026-04-12,2027-04-12,0,8,ALTO
12972,2015,CR004,2490.71,2490.71,694.68,103.78,2025-03-30,2027-03-30,0,7,ALTO
12973,8539,CR016,8990.89,8990.89,4317.69,449.54,2022-06-14,2023-06-14,18,0,MEDIO
12974,4443,CR007,1448.97,1448.97,654.39,40.25,2025-08-24,2028-08-24,0,24,ALTO
12975,6544,CR003,52837.27,52837.27,37330.85,1100.78,2024-02-04,2028-02-04,27,18,MEDIO
12976,4653,CR023,623.09,623.09,295.37,31.15,2024-12-01,2025-12-01,0,0,MEDIO
12977,8750,CR024,20749.86,20749.86,13102.07,1037.49,2019-11-30,2020-11-30,0,0,BAJO
12978,3652,CR004,10490.51,10490.51,7701.13,437.1,2024-09-11,2026-09-11,0,1,BAJO
12979,8200,CR016,515.12,515.12,258.89,25.76,2025-12-15,2026-12-15,0,4,ALTO
12980,3491,CR025,7211.54,7211.54,3986.14,360.58,2022-09-14,2023-09-14,0,0,MEDIO
12981,1775,CR024,6390.38,6390.38,2210.3,319.52,2020-03-02,2021-03-02,39,0,
12982,6338,CR017,2481.36,2481.36,1471.25,124.07,2020-03-07,2021-03-07,0,0,ALTO
12983,8007,CR022,4569.09,4569.09,3318.02,228.45,2024-02-16,2025-02-16,79,0,ALTO
12984,9652,CR006,15790.45,14142.92,1105.34,168.37,2025-10-05,2032-10-05,0,74,MEDIO
12985,8794,CR015,32508.95,32508.95,25593.63,1625.45,2025-05-23,2026-05-23,0,0,BAJO
12986,7379,CR018,39124.36,39124.36,28113.88,1956.22,2021-04-22,2022-04-22,40,0,ALTO
12987,7566,CR023,2833.02,2833.02,874.24,141.65,2026-07-02,2027-07-02,0,11,BAJO
12988,721,CR007,29617.68,29617.68,22921.37,822.71,2022-07-01,2025-07-01,0,0,BAJO
12989,5536,CR007,1377.57,1377.57,1062.64,38.27,2025-12-06,2028-12-06,0,28,ALTO
12990,5107,CR025,1228.8,1228.8,423.22,61.44,2026-04-26,2027-04-26,0,8,ALTO
12991,7270,CR002,29178.29,29178.29,7598.69,405.25,2022-12-09,2028-12-09,0,28,BAJO
12992,5481,CR022,1188.22,1188.22,497.11,59.41,2025-06-05,2026-06-05,0,0,ALTO
12993,556,CR023,7403.53,6301.31,5270.06,315.07,2020-05-11,2021-05-11,81,0,ALTO
12994,8324,CR016,1933.18,1933.18,1308.81,96.66,2020-05-27,2021-05-27,0,0,MEDIO
12995,8591,CR023,1539.93,1539.93,1115.13,77.0,2026-01-15,2027-01-15,16,5,ALTO
